V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85
-7.80339708900851,-3.77266867869064,-4.88825753862262,-3.97610917293804,2.59155294111297,-3.62870645594218,3.87162950129267,-0.652374187528717,-0.562216839202342,1.3182065140574,-2.79664511724785,1.78022494795272,-0.344386070256989,3.03941732306075,-3.40478714210476,-0.257465130716906,-0.382374124331069,-0.524803047377389,0.83658183382679,-0.496064318612005,-0.167656407626873,-1.19950520895452,0.176894379632485,-0.617254969998724,-0.316091004254731,-0.986346258362973,-0.873778715129986,1.13648122432088,-0.639649115262594,-0.556981788091078,0.983571695824235,-0.628802307570324,0.217190631922055,-0.418744295799255,-0.587382079793364,-0.373340376662097,-0.0866132658656718,0.32470818732601,-0.433730532023673,0.377645763746537,0.134218038305716,-0.11125215983045,-0.56833394923983,1.41194067194891,-0.249407350520125,-0.768204878199201,0.50071947377803,0.163507091297675,-0.397700412549248,-0.403731214189311,-0.565073590581226,0.33347814279978,0.0627871543287781,-0.298239683165004,0.237766439947011,0.476980076166879,-0.0749776032735169,-0.456906816149378,0.353606182576848,-0.302583399946884,-0.210715201059581,0.134759874544381,-0.37287850490403,0.442412813675255,-0.214649554313444,-0.219542417916595,0.633318422995278,0.1594959676028,0.0290121011165759,0.261591128514786,-0.190015452944227,-0.0608093917188513,-0.029903085393695,0.206262585328314,-0.117584160822034,-0.0463554249574941,-0.158087663879695,0,0,0,0,8.96196556174669e-14,-0.153853738536858,0.0414532477129406,-0.0528139829379228
-8.06212526585604,8.41762624595649,-4.01596955831521,1.52301624066237,1.59713826820565,1.82705654426825,2.88354398652955,-0.970784649056799,-3.19578973149529,2.20762245896452,-0.630044155285389,-0.627475565686976,0.357028417453649,-0.0451738952430659,-0.336174597835277,-0.192614942449759,0.449272874235187,-0.0839067288667974,-0.0026390879650235,0.134767644818451,-0.276299176936171,-0.4988121857116,0.254602143236858,0.213940763887642,0.107875332021341,-0.663402647063873,0.560856672889782,0.652036449750978,0.101781608925568,0.215313430310161,0.00895190804152375,-0.543148259507416,0.410525023235188,0.253881894146347,-0.170488523150529,-0.399719283403792,0.672497117731583,-0.0317051066234272,0.00618519765277029,-0.239808730883221,-0.370283331136228,-0.32510016817604,0.00767307363846653,0.48297268476136,-0.0676411540479084,-0.215988451461539,0.175689885935191,0.417903368542056,-0.26318182655749,-0.167989473237926,0.388688190032972,-0.234232104564901,0.0368540094827062,0.07749170956859,0.928210919164469,0.172148175569533,0.0907354094615956,-0.137868159562122,-0.116154196303084,0.134320039182632,-0.402572190081119,0.201002940353767,-0.256342902246897,-0.360086323622066,0.247030774104706,0.7941834938944,-0.289009898588315,0.410748707116112,-0.423626920361173,0.0985530886567075,0.649913548949962,0.0511015473249342,0.03974704637117,-0.0333995395116762,0.29118211677986,0.150727597737626,0.168367799522233,2.02964360631296e-15,-7.38439166834091e-16,1.28461360064666e-14,-4.56552568952475e-15,-1.25658791402648e-13,0.223124328847587,0.111541410207074,0.0462127167239199
-9.50129403441048,6.44082263427648,-4.55032110562753,2.37666109564434,0.868328065852087,1.80535032951893,3.73309110162577,0.840129026716843,-3.19662976999651,2.68829725038257,-0.201920398322401,-0.62359913547275,0.7104491907212,-0.575586371647722,0.749159416123689,0.918652076869839,0.540081350628664,0.232518266182229,0.626476309319661,0.478138780581665,-0.000616701213308806,0.512830473521583,0.390639182679754,0.592496814221156,0.284643205576325,0.577377324691701,0.0212140338297476,0.0931010584554166,0.924593472247451,0.145342542165708,0.129937510860283,0.410950381243306,-0.428730574350333,-0.255732161845235,0.326727774519806,0.493981334588005,-0.0812989555038764,0.148079097253969,0.196872659888422,0.675796716814304,0.0418044192855896,0.224207794027587,0.167087139568286,-0.93601158563942,0.137553813093699,0.749307828546687,-0.374537099183558,-0.587425925053356,0.330006894568286,0.13352481488975,-0.286575861086545,0.0515463185989034,-0.0157327026868762,0.0974376847173485,-0.934997296495805,-0.385081955665824,-0.183650785555256,0.196620554309198,0.0365175897422637,0.150068188631264,0.313065284219742,-0.206058688934265,0.345551810912797,0.069857439817258,-0.163561559800447,-0.618340272802969,-0.0253181777337227,-0.217318826551185,0.423339848324515,-0.135727868941054,-0.382997739152365,-0.0380458503981783,-0.0897340919841334,-0.0840199070860359,-0.112067896629677,-0.0259393892017855,-0.018635765464349,-2.74587612404769e-15,-4.40577564707369e-16,-2.08590202677683e-15,3.58688376701771e-15,-2.45855497102466e-14,0.0264086059711089,-0.0480143711520638,0.0207777527967628
-9.8295244288291,-1.48318896265281,-5.82838129581489,-1.74322434337635,1.9250986273687,0.0206692697626862,2.99861205316884,-0.588053590224611,-2.97245121563694,2.91966233291683,-1.68321419165959,-0.0805666923889692,0.733462874765207,0.389426612678977,0.162626762244463,-0.0734841316411324,0.0158719856484238,0.420053679588695,1.62433903150405,1.27912485024761,0.731793458223717,0.712844835232552,0.0293855689969491,-0.674010917664436,0.53141701140667,0.0418697601817218,0.172542892229288,-0.486616252301554,0.0725552396517622,0.138339881380536,-0.0657906532846871,0.0779873925857185,-0.523406109936713,0.345906935413692,-0.111972265693987,-0.0118521714209813,0.416984680492879,-0.232908239634862,0.288898549434153,-0.312674551869836,0.387995708210702,-0.226533008091995,-0.229584761350622,-0.254689944775431,0.561208824731964,0.38974823771946,0.0293620044377975,-0.450815067578267,0.0233800000706854,-0.254391855370538,0.278420727770179,0.0228624085756133,-0.243243320726051,-0.15905157562322,-0.366976658808764,-0.0751403617311167,-0.0853282923103683,-0.292134641014479,0.194075301192895,0.131507054129118,0.647880100376722,0.196041093139411,0.520878852383428,-0.137684053042714,0.43694001931999,0.43200925118353,-0.0211521142828301,0.0977622501545121,0.519582649497616,0.189161157476094,0.0360412999755152,0.0589361956265712,-0.156634491850925,-0.0825508694432203,0.0549709317283491,0.0242226388583914,0.207922100386258,-3.00345814743409e-15,-7.29802980485687e-16,9.89981968556866e-15,-3.15822233949722e-15,-1.24821978785683e-13,0.207127819137649,0.082098590489968,0.0604400828820496
-6.73994002298861,9.29076462177376,-3.29124244609356,1.6875036313338,1.66145644830588,1.6856165362526,3.03039496353045,-1.55003438477486,-3.38123102314283,2.30017724043101,-0.839415365640759,-0.0708370823806529,0.413957951285907,0.373457566849637,1.0221379152456,0.59086054382874,-0.215236061009133,-0.165344842463717,0.312027743982694,0.180560449573332,-0.692501847733611,0.364899899987795,0.279597041854807,0.267712811926927,0.115610224148758,0.394254332565426,-0.167813021614233,0.369768313190159,0.765327844149852,-0.078810523429079,-0.780394398811483,0.518259175037602,-0.102096425212293,0.170344161793855,0.16366871647387,-0.657515778484273,0.323138608619313,-0.0819901060944422,0.133775975168872,-0.202054053694922,0.187167788396919,0.0366454454481118,-0.297573381685059,0.397813896797842,-0.163846037933953,-0.38117519684818,-1.21065062612856,-0.243904920574445,-0.0585877920703792,-0.329836202966101,-0.169677651759229,-0.399866707703934,-0.36376020329694,-0.261684218942206,-0.302786603543299,-0.257362750874938,-0.125842190322554,0.381100958720535,0.100818330301723,0.41198960542657,0.00682862548780826,-0.229933584410596,-0.399703187281919,0.275585490274072,-0.132651532845757,-0.245992638858771,-0.188287648921278,0.134104403204083,0.103047497634722,-0.11043252753234,0.252091439869975,-0.00651656964795386,0.0983241574031568,-0.0179750570986591,-0.271792421238597,0.173569820183787,-0.236694125863799,3.10282868992565e-15,3.61218969825588e-16,6.71908250241787e-15,-5.64264144962384e-15,-4.490585837795e-14,0.0543255784681224,0.010770768044115,0.049449876373445
-7.90797445872145,8.06162102274278,-3.89649021927882,2.01014361499763,1.50243571850062,1.53057334941593,3.79219298582708,0.397565218868238,-2.77959839367911,2.10146895214639,-0.43389408252811,-0.302612249322968,0.330261046609045,-0.484960425018716,-0.875425392547119,-1.0367233659504,0.937777618859764,0.377771407766493,0.899881857131414,-0.253715522924285,0.185629712027517,-0.093573094545183,-0.127667242711866,0.285228148579151,0.4248286651695,0.26038663409632,0.645794896310754,-0.271994050485802,-0.693171035383221,0.211688354611122,0.550040349004426,-0.0347401841035433,0.541854489330439,0.0397280726675618,0.141746044073908,0.777523807848817,-0.868223748869591,0.0465457180373059,-0.401027366718172,0.144346413919805,-0.335682865028599,0.391905883794145,0.417922701983887,-0.739066226796793,-0.202806927012505,0.200359411328373,0.663251651824026,0.602314185330445,0.267782757445514,0.727700588336571,0.114002244284524,0.412233446437773,0.241557124841965,0.246746348784616,0.523933995988155,0.0589486618601664,0.42371909936523,0.112435663196578,-0.312035723363834,-0.530100423988181,-0.328256531076704,-0.0667521618909468,0.0868952075039933,-0.221464020989165,-0.209323267084234,-0.0915983410897096,0.155715639867632,-0.407611367773038,-0.675382263941933,-0.256886808774243,-0.424899217532802,-0.0156549350363906,0.0888453231630908,0.0120105821734058,0.172404813113488,-0.244773843917444,0.0447462714802314,1.37505847459959e-15,2.78673396227189e-15,-2.32166225103814e-14,6.32336248175004e-15,2.29885540636916e-13,-0.349975248371401,-0.146699038535969,-0.134677723586739
2.12210751180955,14.6163840709165,-0.14573180854717,3.75945794242871,3.00571957024315,2.47320622803159,4.8144174045839,-3.90415915518774,-6.21683638461676,4.80044805648966,-2.04516107221518,-1.15578201622177,0.999448222561064,0.429061339719227,0.170529987233901,0.162564885976597,1.42156490636881,1.14381339687905,2.09962651964096,-0.120166041912373,-1.07985562157569,-0.805751323736276,0.833597851869632,-0.528849831033834,0.296512306450328,-0.554390876240336,-0.378822222994655,-0.976645005294494,-0.400423771152758,-0.0135793403798758,0.315613300431284,0.238514532378294,0.684385128579992,0.060854155459361,-0.0614728572564208,-0.398224247817654,-0.14237024955423,-0.294159002141606,0.222450846964104,0.251082087676968,-0.250594156172903,-0.513932859523939,0.745924054181334,0.584057081867272,-0.627320363124758,0.215460594673063,-0.424646877012528,-0.568311056100988,0.656874809119481,0.0280779193014293,-0.413247837909703,0.329895148811211,-0.104077947139801,-0.743318587520589,0.328502812062252,-0.123116804486805,0.285001759270026,-0.437575817582483,-0.443689794060609,0.0907952486157119,0.0439950648082958,-0.378462596309458,-0.0947976288553947,-0.435845186192683,-0.223764940375293,0.197565096423819,-0.0826801599337385,0.0274874855537622,0.0176326565958058,-0.0414352342242044,-0.0916482831306957,-0.00154140209599352,0.00247604110866934,-0.10959791427579,0.0765014902440421,0.121663952443143,0.0106161382956207,-1.76602048844215e-15,-8.62883496855183e-16,8.3879761638666e-15,-3.59765985931572e-15,-4.31161038466185e-14,0.0793817573054615,0.0154224866992555,-0.0209789778533944
-0.997877904040512,12.7877093004053,-0.855855688012277,3.69611275188746,2.13015321615338,2.47828542652214,3.4814113162053,-2.01264579780077,-4.23299223313259,3.34969325423185,-0.125880614364485,-1.67578487794418,0.777876371001014,-0.222568274338972,0.128546079743054,-1.03382693972914,0.218998489738035,0.559717477155916,0.284905374618781,-0.659000213260116,-0.857186579906165,0.543574143590585,0.0573367431518959,0.522445389967082,-0.0262093290710931,0.185280092882304,1.2622051853896,1.97029253906995,0.899463061672663,-0.00735963437300906,-0.370763843921214,-0.348800088236577,-0.959363180322675,-0.00604633590794679,0.0633488598573748,0.594633443259039,0.151040150619729,0.304201133260412,-0.16221964427633,-0.285641094654419,0.260506673098602,0.823457042641807,-0.812815804992783,-0.932400763950522,0.778505286354445,-0.191738593586277,0.644283256350561,0.892616156527756,-1.00967056482964,0.23564725028094,0.504312451067092,-0.399286820229829,0.256793246800406,0.983108177016281,-0.13549038181637,0.143415748522779,-0.457646998165174,0.651361765553213,0.562622379463512,-0.192780017245378,-0.130391939820345,0.645770280128632,0.076816663875016,0.559276185993809,0.241245737298675,-0.392869323322551,0.158346181020745,-0.109671741480026,0.00415833209278148,0.00837230158891481,0.151053010826118,0.0165212608603635,0.000318172463876909,0.139211254244413,-0.0472088851665431,-0.196319502225671,0.00629399788700378,2.09239150703367e-15,-4.96538574935918e-18,-1.40907494237861e-14,5.46132744416337e-15,7.847986051273e-14,-0.133298600766324,-0.0549068373409419,0.0157775126322116
-8.38204033928208,7.32671587409692,-4.13916359473877,0.535159570468485,0.81009417322134,0.0618517925759444,1.65577426013113,2.10337051319909,0.955916260160154,-0.798253705813178,0.920984548506559,0.667742389690069,-0.637584890547332,-0.68624703194461,-0.89533402728514,0.509430149087527,-0.569684081859994,-1.25102727323335,-1.62175545752865,1.2021381999776,1.88138451868234,-0.108683791635018,-1.4366150749521,0.29622676860067,-0.136024296355432,-0.569991986019972,-0.2120348374894,-1.4038902345187,-0.564757992614196,-0.155519456815465,-0.264789506570167,-0.802528903052528,0.232995508556742,0.0377450403054144,-0.213964930356732,0.0072825392710828,-0.210403471594413,-0.502599631594685,-0.337917915413199,-0.836887704164384,0.104931793390107,-0.756893503769521,-0.459091599361231,-0.0117579607399633,-0.0657386155223046,0.201889478905271,0.324686818795744,0.128319762189266,0.538297694719196,-0.89031231580158,0.310029957006663,-0.316352196720182,0.130992107351504,1.38829826294478,-1.46552198371175,0.391931261757062,0.449950411451756,-0.354059903643711,0.0437812825017961,-0.180682732503107,-0.465262221082691,-0.759429792870562,-0.0309395394193713,0.249722422424575,0.362023534174697,0.259209042834064,-0.365335150835006,0.261906997260679,-0.222914116625474,0.312031788090489,-0.337319650082965,-0.142295630225325,-0.0325617294054104,0.0834656828564199,-0.185450835676704,0.0239642190307784,-0.119451418373453,-9.0322182539401e-17,2.61945643177031e-15,5.84375988186769e-15,-1.90660163553808e-15,-1.51672694542303e-14,-0.0045920688945989,0.143198515486072,0.0232398957056836
-11.2177500069799,3.87388432458537,-5.2443474255501,-0.0438319631487971,-0.431537563161061,1.01323925974189,-1.01833047260214,1.60849590606573,1.33425785949478,-2.66160673415392,1.48805600959332,0.229259997324929,-1.52106115928527,-0.513656805241764,-0.715426110078204,0.722393442518708,-1.41218493008445,-1.2105302856746,-3.25302912609908,1.12984028236924,2.46227327778326,-0.351416532221033,-0.200829129112781,-0.0797928607988435,-0.498749317586643,0.521801604572378,-0.610783740015654,0.00783099419486311,0.0109844261112817,-0.475873128468101,0.275412917125531,0.412296365883991,0.194478075977595,-0.0776277120735228,0.174964568111522,-0.0131933108070652,0.453456094447427,0.331242668725728,0.404314696590296,0.594060060810552,-0.321569326210915,0.352590268869578,0.138978435161047,0.0230780447311246,0.0775834133706066,-0.146273565457734,-0.139648378530487,-0.203872513952143,-0.0122416364039122,0.590250706617766,-0.330382544431779,0.346412400739736,-0.0172048118447625,-1.03732242961505,1.09674131581227,-0.330553527798311,-0.091002017704374,0.0825247624138977,-0.0875540171703896,0.304321610673351,0.187990943372102,0.44910345844598,0.0193784924162163,-0.0875318908050754,-0.299903224049726,-0.0765011528256253,0.253419026929295,-0.243839313120069,0.214122934445286,-0.238884270291849,0.302817254744494,0.0270104741578151,0.0396856749648571,0.00748834420733315,0.164623089617754,-0.0179587894842513,0.0791666786129113,8.78599377569165e-17,-2.84963729851333e-15,-2.99038837256227e-15,1.22356767292607e-15,9.60666858794181e-15,0.00996157320348275,-0.0945067371434226,-0.0167797265050919
