V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149
2062.23723809932,1446.74767312505,578.053143914483,275.789362431783,227.585065360875,195.541928995773,155.320772765975,115.112825976875,98.7359016963147,83.0170957761536,80.7663196687781,66.8952643979834,62.6861883934798,55.7910945696285,47.9240791763764,41.7504441589648,37.4394567268752,35.9965431653408,34.4133425000792,31.3350941872796,27.9419127514064,26.7886392586469,24.5531538420346,23.549641089898,22.5749323807972,20.839003400215,19.6575414994323,18.1259341314828,15.7595298231491,15.2057516321545,14.309755779963,13.9261608379333,11.3762698583761,11.0810671513631,10.1122121868685,9.33211553897246,8.56995207548669,8.32495000537014,7.11146466766877,6.54006623708744,6.21657893767308,6.11814829065627,5.32845710754668,4.64011319437349,4.44635866179511,4.40334703952283,4.12055477612,3.96823848737437,3.59479965536245,3.47967011663821,3.26397752961238,3.19816510016295,3.00162781177256,2.75778592048419,2.57597466436542,2.51699743020718,2.31226405154569,2.22268898281526,2.11278876811391,1.94412029907099,1.88955664897588,1.68263189594966,1.64011501166497,1.33764765325139,1.26048141292106,1.14528567850355,1.05539051636726,1.00000079356706,1.00000046733387,0.999999131470972,0.989528720262188,0.956014872694233,0.784356946956459,0.775971040488279,0.686932648895707,0.587943177177631,0.492911628141827,0.354576939104986,0.29500182301455,0.215651926354822,0.0983281219979881,0.060554590861841,0.0310840237815482,0.00342685797516395,-0.0337686600614138,-0.0694856215784991,-0.134446109121923,-0.182072510039828,-0.202996029770146,-0.271216986290785,-0.336226459677169,-0.392766210119048,-0.460533727270697,-0.586218090583691,-0.606906046972524,-0.983943586427801,-1.03622306154439,-1.19016602352412,-1.3008791140677,-1.58919563869624,-1.69546788678285,-1.70732297835004,-1.79995852364687,-2.01364913664068,-2.44315742811855,-2.55400067750827,-2.62626325324849,-2.93414802671475,-3.1025190608347,-3.13799183981184,-3.5647732951277,-3.63811229259799,-4.06150192181352,-4.11607760707934,-4.90537250329857,-5.52652984382225,-5.82890281006014,-6.30931953509548,-7.01717008431831,-7.77953525944218,-8.26363787452243,-8.95509623116533,-9.73064573178027,-11.9057514443701,-12.6778792253647,-13.0046512010265,-14.5075689173775,-14.758369708705,-15.3764988082745,-16.129671881307,-18.2033481981255,-21.8880082184593,-22.5954584920935,-24.4688987723799,-25.4795886675963,-27.3736532149713,-28.203859008786,-36.4551431976282,-36.9536189263277,-39.0797421036569,-43.7700930920436,-54.0467391709076,-59.8141860078067,-65.0341778687882,-83.4125827323966,-135.194501259688,-170.374153711571,-320.8880245868,-460.011184296711
